Palavra,Link,Instituicao
APRESSAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/apressar2Sm_Prog001.mp4,GoiásLibras · base nacional
APRISIONAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aprisionarSm_Prog001.mp4,GoiásLibras · base nacional
APROFUNDAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aprofundarSm_Prog001.mp4,GoiásLibras · base nacional
APROVADO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aprovado1Sm_Prog001.mp4,GoiásLibras · base nacional
APROVADO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aprovado2Sm_Prog001.mp4,GoiásLibras · base nacional
APROVADO3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aprovado3Sm_Prog001.mp4,GoiásLibras · base nacional
APROVAR,https://youtu.be/PPGE1NQKn1M,GoiásLibras · base nacional
APROVAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aprovar2Sm_Prog001.mp4,GoiásLibras · base nacional
APROVEITAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aproveitar1Sm_Prog001.mp4,GoiásLibras · base nacional
APROVEITAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aproveitar2Sm_Prog001.mp4,GoiásLibras · base nacional
APROXIMAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aproximar1Sm_Prog001.mp4,GoiásLibras · base nacional
APROXIMAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aproximar2Sm_Prog001.mp4,GoiásLibras · base nacional
APTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aptoSm_Prog001.mp4,GoiásLibras · base nacional
APÓS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aposSm_Prog001.mp4,GoiásLibras · base nacional
APÓSTOLO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/apostoloSm_Prog001.mp4,GoiásLibras · base nacional
AQUECEDOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aquecedorSm_Prog001.mp4,GoiásLibras · base nacional
AQUECER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aquecerSm_Prog001.mp4,GoiásLibras · base nacional
AQUELE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aqueleSm_Prog001.mp4,GoiásLibras · base nacional
AQUI,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aquiSm_Prog001.mp4,GoiásLibras · base nacional
AQUÁRIO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aquario1Sm_Prog001.mp4,GoiásLibras · base nacional
AQUÁRIO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aquario2Sm_Prog001.mp4,GoiásLibras · base nacional
AR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arSm_Prog001.mp4,GoiásLibras · base nacional
ARACAJÚ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aracajuSm_Prog001.mp4,GoiásLibras · base nacional
ARAME,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arameSm_Prog001.mp4,GoiásLibras · base nacional
ARANHA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aranhaSm_Prog001.mp4,GoiásLibras · base nacional
ARAR,https://dicionario.ines.gov.br/public/media/palavras/videos/arar1Sm_Prog001.mp4,GoiásLibras · base nacional
ARARA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/araraSm_Prog001.mp4,GoiásLibras · base nacional
ARBITRAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arbitrarSm_Prog001.mp4,GoiásLibras · base nacional
ARBUSTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arbustoSm_Prog001.mp4,GoiásLibras · base nacional
ARCO-ÍRIS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arco-irisSm_Prog001.mp4,GoiásLibras · base nacional
ARCO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arco1Sm_Prog001.mp4,GoiásLibras · base nacional
ARCO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arco2Sm_Prog001.mp4,GoiásLibras · base nacional
ARDER1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arder1Sm_Prog001.mp4,GoiásLibras · base nacional
ARDER2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arder2Sm_Prog001.mp4,GoiásLibras · base nacional
ARDER3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arder3Sm_Prog001.mp4,GoiásLibras · base nacional
AREIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/areiaSm_Prog001.mp4,GoiásLibras · base nacional
ARGENTINA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/argentinaSm_Prog001.mp4,GoiásLibras · base nacional
ARGENTINO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/argentinoSm_Prog001.mp4,GoiásLibras · base nacional
ARMA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/armaSm_Prog001.mp4,GoiásLibras · base nacional
ARMÁRIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/armarioSm_Prog001.mp4,GoiásLibras · base nacional
AROMA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aromaSm_Prog001.mp4,GoiásLibras · base nacional
ARQUEIRO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arqueiroSm_Prog001.mp4,GoiásLibras · base nacional
ARQUEJAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arquejarSm_Prog001.mp4,GoiásLibras · base nacional
ARQUITETO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arquitetoSm_Prog001.mp4,GoiásLibras · base nacional
ARQUITETURA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arquiteturaSm_Prog001.mp4,GoiásLibras · base nacional
ARQUIVAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arquivarSm_Prog001.mp4,GoiásLibras · base nacional
ARQUIVO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arquivoSm_Prog001.mp4,GoiásLibras · base nacional
ARRAIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arraiaSm_Prog001.mp4,GoiásLibras · base nacional
ARRANCAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrancarSm_Prog001.mp4,GoiásLibras · base nacional
ARRANHAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arranharSm_Prog001.mp4,GoiásLibras · base nacional
ARRANJAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arranjar1Sm_Prog001.mp4,GoiásLibras · base nacional
ARRANJAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arranjar2Sm_Prog001.mp4,GoiásLibras · base nacional
ARRASTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrastarSm_Prog001.mp4,GoiásLibras · base nacional
ARREBENTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrebentarSm_Prog001.mp4,GoiásLibras · base nacional
ARREMATAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrematarSm_Prog001.mp4,GoiásLibras · base nacional
ARREMESSAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arremessarSm_Prog001.mp4,GoiásLibras · base nacional
ARREPENDER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrependerSm_Prog001.mp4,GoiásLibras · base nacional
ARREPENDIMENTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrependimentoSm_Prog001.mp4,GoiásLibras · base nacional
ARREPIAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrepiarSm_Prog001.mp4,GoiásLibras · base nacional
ARROGANTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arroganteSm_Prog001.mp4,GoiásLibras · base nacional
ARROLAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrolarSm_Prog001.mp4,GoiásLibras · base nacional
ARROMBAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrombarSm_Prog001.mp4,GoiásLibras · base nacional
ARROTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrotarSm_Prog001.mp4,GoiásLibras · base nacional
ARROZ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrozSm_Prog001.mp4,GoiásLibras · base nacional
ARRUMADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrumadoSm_Prog001.mp4,GoiásLibras · base nacional
ARRUMAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrumar1Sm_Prog001.mp4,GoiásLibras · base nacional
ARRUMAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrumar2Sm_Prog001.mp4,GoiásLibras · base nacional
ARRUMAR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arrumar3Sm_Prog001.mp4,GoiásLibras · base nacional
ARTICULAR,https://dicionario.ines.gov.br/public/media/palavras/videos/articular2Sm_Prog001.mp4,GoiásLibras · base nacional
ARVOREDO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arvoredoSm_Prog001.mp4,GoiásLibras · base nacional
ARÁBIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/arabiaSm_Prog001.mp4,GoiásLibras · base nacional
ASA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/asa1Sm_Prog001.mp4,GoiásLibras · base nacional
ASA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/asa2Sm_Prog001.mp4,GoiásLibras · base nacional
ASA3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/asa3Sm_Prog001.mp4,GoiásLibras · base nacional
ASCENDER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ascenderSm_Prog001.mp4,GoiásLibras · base nacional
ASFALTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/asfaltoSm_Prog001.mp4,GoiásLibras · base nacional
ASFIXIAR,https://dicionario.ines.gov.br/public/media/palavras/videos/asfixiarSm_Prog001.mp4,GoiásLibras · base nacional
ASMA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/asmaSm_Prog001.mp4,GoiásLibras · base nacional
ASPA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aspaSm_Prog001.mp4,GoiásLibras · base nacional
ASPEREZA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/asperezaSm_Prog001.mp4,GoiásLibras · base nacional
ASPIRADOR DE PÓ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aspirador-de-poSm_Prog001.mp4,GoiásLibras · base nacional
ASPIRAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aspirarSm_Prog001.mp4,GoiásLibras · base nacional
ASQUEROSO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/asquerosoSm_Prog001.mp4,GoiásLibras · base nacional
ASSADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assadoSm_Prog001.mp4,GoiásLibras · base nacional
ASSALTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assaltarSm_Prog001.mp4,GoiásLibras · base nacional
ASSAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assar1Sm_Prog001.mp4,GoiásLibras · base nacional
ASSAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assar2Sm_Prog001.mp4,GoiásLibras · base nacional
ASSASSINAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assassinarSm_Prog001.mp4,GoiásLibras · base nacional
ASSEMBLÉIA DE DEUS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assembleiaSm_Prog001.mp4,GoiásLibras · base nacional
ASSEMBLÉIA GERAL,https://dicionario.ines.gov.br/public/media/palavras/videos/assembleia-geralSm_Prog001.mp4,GoiásLibras · base nacional
ASSIM,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assimSm_Prog001.mp4,GoiásLibras · base nacional
ASSIMILAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assimilarSm_Prog001.mp4,GoiásLibras · base nacional
ASSINAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assinarSm_Prog001.mp4,GoiásLibras · base nacional
ASSINATURA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assinaturaSm_Prog001.mp4,GoiásLibras · base nacional
ASSISTENTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assistenteSm_Prog001.mp4,GoiásLibras · base nacional
ASSISTENTE SOCIAL,https://dicionario.ines.gov.br/public/media/palavras/videos/assistente-socialSm_Prog001.mp4,GoiásLibras · base nacional
ASSISTIR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assistirSm_Prog001.mp4,GoiásLibras · base nacional
ASSISTIR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assistir2Sm_Prog001.mp4,GoiásLibras · base nacional
ASSISTIR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assistir3Sm_Prog001.mp4,GoiásLibras · base nacional
ASSOALHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assoalhoSm_Prog001.mp4,GoiásLibras · base nacional
ASSOAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assoarSm_Prog001.mp4,GoiásLibras · base nacional
ASSOBIAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assobiarSm_Prog001.mp4,GoiásLibras · base nacional
ASSOBIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assobioSm_Prog001.mp4,GoiásLibras · base nacional
ASSOCIAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/associarSm_Prog001.mp4,GoiásLibras · base nacional
ASSOCIAÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/associacaoSm_Prog001.mp4,GoiásLibras · base nacional
ASSOMBRAÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assombracaoSm_Prog001.mp4,GoiásLibras · base nacional
ASSUMIR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assumir1Sm_Prog001.mp4,GoiásLibras · base nacional
ASSUMIR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assumir2Sm_Prog001.mp4,GoiásLibras · base nacional
ASSUMIR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assumir3Sm_Prog001.mp4,GoiásLibras · base nacional
ASSUNTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assuntoSm_Prog001.mp4,GoiásLibras · base nacional
ASSUSTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/assustarSm_Prog001.mp4,GoiásLibras · base nacional
ASTRONOMIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/astronomiaSm_Prog001.mp4,GoiásLibras · base nacional
ASTUTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/astutoSm_Prog001.mp4,GoiásLibras · base nacional
ATACAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atacar1Sm_Prog001.mp4,GoiásLibras · base nacional
ATACAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atacar2Sm_Prog001.mp4,GoiásLibras · base nacional
ATACAR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atacar3Sm_Prog001.mp4,GoiásLibras · base nacional
ATALHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atalhoSm_Prog001.mp4,GoiásLibras · base nacional
ATARRAXAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atarraxarSm_Prog001.mp4,GoiásLibras · base nacional
ATEAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atearSm_Prog001.mp4,GoiásLibras · base nacional
ATENÇÃO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atencao1Sm_Prog001.mp4,GoiásLibras · base nacional
ATENÇÃO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atencao2Sm_Prog001.mp4,GoiásLibras · base nacional
ATENÇÃO3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atencao3Sm_Prog001.mp4,GoiásLibras · base nacional
ATESTADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atestadoSm_Prog001.mp4,GoiásLibras · base nacional
ATESTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atestarSm_Prog001.mp4,GoiásLibras · base nacional
ATEU,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ateuSm_Prog001.mp4,GoiásLibras · base nacional
ATINGIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atingirSm_Prog001.mp4,GoiásLibras · base nacional
ATIRAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atirar1Sm_Prog001.mp4,GoiásLibras · base nacional
ATIRAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atirar2Sm_Prog001.mp4,GoiásLibras · base nacional
ATIVIDADE (ESCOLAR),https://youtu.be/FBZfNAM18us,GoiásLibras · base nacional
ATLETISMO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atletismoSm_Prog001.mp4,GoiásLibras · base nacional
ATOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atorSm_Prog001.mp4,GoiásLibras · base nacional
ATRAIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atrairSm_Prog001.mp4,GoiásLibras · base nacional
ATRAPALHAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atrapalhar1Sm_Prog001.mp4,GoiásLibras · base nacional
ATRAPALHAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atrapalhar2Sm_Prog001.mp4,GoiásLibras · base nacional
ATRASAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atrasarSm_Prog001.mp4,GoiásLibras · base nacional
ATRAVESSAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atravessarSm_Prog001.mp4,GoiásLibras · base nacional
ATRAÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atracaoSm_Prog001.mp4,GoiásLibras · base nacional
ATRIZ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atrizSm_Prog001.mp4,GoiásLibras · base nacional
ATROPELAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atropelarSm_Prog001.mp4,GoiásLibras · base nacional
ATRÁS1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atras1Sm_Prog001.mp4,GoiásLibras · base nacional
ATRÁS2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atras2Sm_Prog001.mp4,GoiásLibras · base nacional
ATUAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atualSm_Prog001.mp4,GoiásLibras · base nacional
ATUAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atuarSm_Prog001.mp4,GoiásLibras · base nacional
ATÉ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ateSm_Prog001.mp4,GoiásLibras · base nacional
ATÉ LOGO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ate logoSm_Prog001.mp4,GoiásLibras · base nacional
ATÔNITO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/atonitoSm_Prog001.mp4,GoiásLibras · base nacional
AUDIOMETRIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/audiometriaSm_Prog001.mp4,GoiásLibras · base nacional
AUDITÓRIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/auditorioSm_Prog001.mp4,GoiásLibras · base nacional
AUDIÇÃO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/audicao1Sm_Prog001.mp4,GoiásLibras · base nacional
AUDIÇÃO2,https://dicionario.ines.gov.br/public/media/palavras/videos/audicaoSm_Prog001.mp4,GoiásLibras · base nacional
AULA,https://youtu.be/Swc5VGIhbFc,GoiásLibras · base nacional
AUMENTAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aumentar1Sm_Prog001.mp4,GoiásLibras · base nacional
AUMENTAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aumentar2Sm_Prog001.mp4,GoiásLibras · base nacional
AUMENTAR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aumentar3Sm_Prog001.mp4,GoiásLibras · base nacional
AUMENTAR4,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aumentar5Sm_Prog001.mp4,GoiásLibras · base nacional
AUSTRALIANO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/australianoSm_Prog001.mp4,GoiásLibras · base nacional
AUSTRÁLIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/australiaSm_Prog001.mp4,GoiásLibras · base nacional
AUSTRÍACO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/austriacoSm_Prog001.mp4,GoiásLibras · base nacional
AUTENTICAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/autenticarSm_Prog001.mp4,GoiásLibras · base nacional
AUTOMOBILISMO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/automobilismoSm_Prog001.mp4,GoiásLibras · base nacional
AUTOMÁTICO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/automatico1Sm_Prog001.mp4,GoiásLibras · base nacional
AUTOMÁTICO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/automatico2Sm_Prog001.mp4,GoiásLibras · base nacional
AUTOMÓVEL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/automovelSm_Prog001.mp4,GoiásLibras · base nacional
AUTOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/autorSm_Prog001.mp4,GoiásLibras · base nacional
AUTORIDADE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/autoridadeSm_Prog001.mp4,GoiásLibras · base nacional
AUTORIZAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/autorizarSm_Prog001.mp4,GoiásLibras · base nacional
AUTÔNOMO,https://dicionario.ines.gov.br/public/media/palavras/videos/autonomo2Sm_Prog001.mp4,GoiásLibras · base nacional
AUXILIAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/auxiliarSm_Prog001.mp4,GoiásLibras · base nacional
AUXÍLIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/auxilioSm_Prog001.mp4,GoiásLibras · base nacional
AVALIAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avaliar1Sm_Prog001.mp4,GoiásLibras · base nacional
AVALIAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avaliar2Sm_Prog001.mp4,GoiásLibras · base nacional
AVALIAÇÃO,https://youtu.be/cfaqD6ynLAw,GoiásLibras · base nacional
AVANÇADA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avancada1Sm_Prog001.mp4,GoiásLibras · base nacional
AVANÇADA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avancada2Sm_Prog001.mp4,GoiásLibras · base nacional
AVANÇAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avancar1Sm_Prog001.mp4,GoiásLibras · base nacional
AVANÇAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avancar2Sm_Prog001.mp4,GoiásLibras · base nacional
AVARENTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avarentoSm_Prog001.mp4,GoiásLibras · base nacional
AVAREZA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avarezaSm_Prog001.mp4,GoiásLibras · base nacional
AVE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aveSm_Prog001.mp4,GoiásLibras · base nacional
AVENIDA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avenidaSm_Prog001.mp4,GoiásLibras · base nacional
AVENTAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aventalSm_Prog001.mp4,GoiásLibras · base nacional
AVERSÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aversaoSm_Prog001.mp4,GoiásLibras · base nacional
AVESTRUZ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avestruzSm_Prog001.mp4,GoiásLibras · base nacional
AVISAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/avisarSm_Prog001.mp4,GoiásLibras · base nacional
AVIÃO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aviao1Sm_Prog001.mp4,GoiásLibras · base nacional
AVIÃO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aviao2Sm_Prog001.mp4,GoiásLibras · base nacional
AVIÃO3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aviao3Sm_Prog001.mp4,GoiásLibras · base nacional
AVÔ/AVÓ1,https://dicionario.ines.gov.br/public/media/palavras/videos/avo.avoSm_Prog001.mp4,GoiásLibras · base nacional
AVÔ/AVÓ2,https://dicionario.ines.gov.br/public/media/palavras/videos/avo.avo2Sm_Prog001.mp4,GoiásLibras · base nacional
AXILA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/axilaSm_Prog001.mp4,GoiásLibras · base nacional
AZAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/azarSm_Prog001.mp4,GoiásLibras · base nacional
AZEDO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/azedoSm_Prog001.mp4,GoiásLibras · base nacional
AZEITE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/azeiteSm_Prog001.mp4,GoiásLibras · base nacional
AZEITONA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/azeitonaSm_Prog001.mp4,GoiásLibras · base nacional
AZUL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/azulSm_Prog001.mp4,GoiásLibras · base nacional
AÇAÍ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/acaiSm_Prog001.mp4,GoiásLibras · base nacional
AÇO,https://dicionario.ines.gov.br/public/media/palavras/videos/aco2Sm_Prog001.mp4,GoiásLibras · base nacional
AÇOITAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/acoitarSm_Prog001.mp4,GoiásLibras · base nacional
