Palavra,Link,Instituicao
QUEIMADO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/queimado1Sm_Prog001.mp4,GoiásLibras · base nacional
QUEIMADO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/queimado2Sm_Prog001.mp4,GoiásLibras · base nacional
QUEIMADURA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/queimaduraSm_Prog001.mp4,GoiásLibras · base nacional
QUEIMAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/queimarSm_Prog001.mp4,GoiásLibras · base nacional
QUEIXO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/queixoSm_Prog001.mp4,GoiásLibras · base nacional
QUEM1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quem1Sm_Prog001.mp4,GoiásLibras · base nacional
QUEM2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quem2Sm_Prog001.mp4,GoiásLibras · base nacional
QUEM3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quem3Sm_Prog001.mp4,GoiásLibras · base nacional
QUENTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quenteSm_Prog001.mp4,GoiásLibras · base nacional
QUERER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quererSm_Prog001.mp4,GoiásLibras · base nacional
QUERER-NÃO,https://dicionario.ines.gov.br/public/media/palavras/videos/querer_naoSm_Prog001.mp4,GoiásLibras · base nacional
QUESTIONÁRIO,https://goiaslibras.educacao.go.gov.br/api/media/video/2026-08-nas/questionario.mp4,GoiásLibras · base nacional
QUESTÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/questaoSm_Prog001.mp4,GoiásLibras · base nacional
QUIABO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quiaboSm_Prog001.mp4,GoiásLibras · base nacional
QUIBE1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quibe1Sm_Prog001.mp4,GoiásLibras · base nacional
QUIBE2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quibe2Sm_Prog001.mp4,GoiásLibras · base nacional
QUIETO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quietoSm_Prog001.mp4,GoiásLibras · base nacional
QUILO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quilo1Sm_Prog001.mp4,GoiásLibras · base nacional
QUILÔMETRO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quilometroSm_Prog001.mp4,GoiásLibras · base nacional
QUINTA SÉRIE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quinta-serieSm_Prog001.mp4,GoiásLibras · base nacional
QUINTA-FEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quinta-feiraSm_Prog001.mp4,GoiásLibras · base nacional
QUINTAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quintalSm_Prog001.mp4,GoiásLibras · base nacional
QUINTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quintoSm_Prog001.mp4,GoiásLibras · base nacional
QUINZE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quinzeSm_Prog001.mp4,GoiásLibras · base nacional
QUINZENA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quinzenaSm_Prog001.mp4,GoiásLibras · base nacional
QUIOSQUE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quiosqueSm_Prog001.mp4,GoiásLibras · base nacional
QUITADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quitadoSm_Prog001.mp4,GoiásLibras · base nacional
QUITAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quitar1Sm_Prog001.mp4,GoiásLibras · base nacional
QUITAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quitar2Sm_Prog001.mp4,GoiásLibras · base nacional
QUITAR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quitar3Sm_Prog001.mp4,GoiásLibras · base nacional
QUITE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quiteSm_Prog001.mp4,GoiásLibras · base nacional
QUIUÍ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quiuiSm_Prog001.mp4,GoiásLibras · base nacional
QUÍMICA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/quimicaSm_Prog001.mp4,GoiásLibras · base nacional
R,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rSm_Prog001.mp4,GoiásLibras · base nacional
RABANETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rabaneteSm_Prog001.mp4,GoiásLibras · base nacional
RABINO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rabinoSm_Prog001.mp4,GoiásLibras · base nacional
RABISCAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rabiscarSm_Prog001.mp4,GoiásLibras · base nacional
RABO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raboSm_Prog001.mp4,GoiásLibras · base nacional
RACHAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/racharSm_Prog001.mp4,GoiásLibras · base nacional
RACIOCINAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raciocinarSm_Prog001.mp4,GoiásLibras · base nacional
RACIOCÍNIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raciocinioSm_Prog001.mp4,GoiásLibras · base nacional
RADAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/radar1Sm_Prog001.mp4,GoiásLibras · base nacional
RADAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/radar2Sm_Prog001.mp4,GoiásLibras · base nacional
RADICAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/radicalSm_Prog001.mp4,GoiásLibras · base nacional
RAINHA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rainhaSm_Prog001.mp4,GoiásLibras · base nacional
RAIOS X,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raio_xSm_Prog001.mp4,GoiásLibras · base nacional
RAIVA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raiva2Sm_Prog001.mp4,GoiásLibras · base nacional
RAIZ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raiz1Sm_Prog001.mp4,GoiásLibras · base nacional
RALADOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raladorSm_Prog001.mp4,GoiásLibras · base nacional
RALAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ralarSm_Prog001.mp4,GoiásLibras · base nacional
RAMALHETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ramalheteSm_Prog001.mp4,GoiásLibras · base nacional
RAMPA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rampaSm_Prog001.mp4,GoiásLibras · base nacional
RANCOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rancorSm_Prog001.mp4,GoiásLibras · base nacional
RANGER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rangerSm_Prog001.mp4,GoiásLibras · base nacional
RAPAZ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rapazSm_Prog001.mp4,GoiásLibras · base nacional
RAPOSA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raposaSm_Prog001.mp4,GoiásLibras · base nacional
RAPTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raptarSm_Prog001.mp4,GoiásLibras · base nacional
RAPTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raptoSm_Prog001.mp4,GoiásLibras · base nacional
RAQUETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raqueteSm_Prog001.mp4,GoiásLibras · base nacional
RARO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raroSm_Prog001.mp4,GoiásLibras · base nacional
RASCUNHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rascunhoSm_Prog001.mp4,GoiásLibras · base nacional
RASGAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rasgar1Sm_Prog001.mp4,GoiásLibras · base nacional
RASGAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rasgar2Sm_Prog001.mp4,GoiásLibras · base nacional
RASO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rasoSm_Prog001.mp4,GoiásLibras · base nacional
RASPAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rasparSm_Prog001.mp4,GoiásLibras · base nacional
RASTEJAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rastejarSm_Prog001.mp4,GoiásLibras · base nacional
RASTEJAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rastejar2Sm_Prog001.mp4,GoiásLibras · base nacional
RASURA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rasuraSm_Prog001.mp4,GoiásLibras · base nacional
RATAZANA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ratazanaSm_Prog001.mp4,GoiásLibras · base nacional
RATO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ratoSm_Prog001.mp4,GoiásLibras · base nacional
RATOEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ratoeiraSm_Prog001.mp4,GoiásLibras · base nacional
RAZOÁVEL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/razoavelSm_Prog001.mp4,GoiásLibras · base nacional
RAZÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/razaoSm_Prog001.mp4,GoiásLibras · base nacional
RAÇA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raca1Sm_Prog001.mp4,GoiásLibras · base nacional
RAÇA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/raca2Sm_Prog001.mp4,GoiásLibras · base nacional
REAGIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reagirSm_Prog001.mp4,GoiásLibras · base nacional
REAL1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/real1Sm_Prog001.mp4,GoiásLibras · base nacional
REAL2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/real2Sm_Prog001.mp4,GoiásLibras · base nacional
REALIDADE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/realidadeSm_Prog001.mp4,GoiásLibras · base nacional
REALIZAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/realizarSm_Prog001.mp4,GoiásLibras · base nacional
REBAIXADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rebaixadoSm_Prog001.mp4,GoiásLibras · base nacional
REBELDE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rebeldeSm_Prog001.mp4,GoiásLibras · base nacional
REBELIÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rebeliaoSm_Prog001.mp4,GoiásLibras · base nacional
REBOCAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rebocar_2Sm_Prog001.mp4,GoiásLibras · base nacional
REBOCAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rebocar2Sm_Prog001.mp4,GoiásLibras · base nacional
REBOLAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rebolarSm_Prog001.mp4,GoiásLibras · base nacional
REBOQUE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reboqueSm_Prog001.mp4,GoiásLibras · base nacional
RECADO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recado_1Sm_Prog001.mp4,GoiásLibras · base nacional
RECADO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recado2Sm_Prog001.mp4,GoiásLibras · base nacional
RECEBER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/receberSm_Prog001.mp4,GoiásLibras · base nacional
RECEIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/receioSm_Prog001.mp4,GoiásLibras · base nacional
RECEITA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/receita1Sm_Prog001.mp4,GoiásLibras · base nacional
RECEITA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/receita2Sm_Prog001.mp4,GoiásLibras · base nacional
RECENTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recenteSm_Prog001.mp4,GoiásLibras · base nacional
RECHEIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recheioSm_Prog001.mp4,GoiásLibras · base nacional
RECHONCHUDO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rechonchudoSm_Prog001.mp4,GoiásLibras · base nacional
RECIBO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reciboSm_Prog001.mp4,GoiásLibras · base nacional
RECIFE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recifeSm_Prog001.mp4,GoiásLibras · base nacional
RECLAMAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reclamarSm_Prog001.mp4,GoiásLibras · base nacional
RECLINAR,https://dicionario.ines.gov.br/public/media/palavras/videos/reclinarSm_Prog001.mp4,GoiásLibras · base nacional
RECOLHER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recolherSm_Prog001.mp4,GoiásLibras · base nacional
RECONCILIAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reconciliarSm_Prog001.mp4,GoiásLibras · base nacional
RECONCILIAÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reconciliacaoSm_Prog001.mp4,GoiásLibras · base nacional
RECONHECER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reconhecerSm_Prog001.mp4,GoiásLibras · base nacional
RECORDAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recordarSm_Prog001.mp4,GoiásLibras · base nacional
RECORDAÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recordacaoSm_Prog001.mp4,GoiásLibras · base nacional
RECORTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recortarSm_Prog001.mp4,GoiásLibras · base nacional
RECREIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recreioSm_Prog001.mp4,GoiásLibras · base nacional
RECUAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recuarSm_Prog001.mp4,GoiásLibras · base nacional
RECUPERAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recuperarSm_Prog001.mp4,GoiásLibras · base nacional
RECUPERAÇÃO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recuperacao1Sm_Prog001.mp4,GoiásLibras · base nacional
RECUPERAÇÃO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recuperacao2Sm_Prog001.mp4,GoiásLibras · base nacional
RECURSO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recurso1Sm_Prog001.mp4,GoiásLibras · base nacional
RECURSO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recurso2Sm_Prog001.mp4,GoiásLibras · base nacional
RECUSAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recusar1Sm_Prog001.mp4,GoiásLibras · base nacional
RECÉM,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/recemSm_Prog001.mp4,GoiásLibras · base nacional
REDAÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/redacaoSm_Prog001.mp4,GoiásLibras · base nacional
REDE 1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rede1Sm_Prog001.mp4,GoiásLibras · base nacional
REDE 2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rede2Sm_Prog001.mp4,GoiásLibras · base nacional
REDE3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rede3Sm_Prog001.mp4,GoiásLibras · base nacional
REDONDO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/redondoSm_Prog001.mp4,GoiásLibras · base nacional
REDOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/redorSm_Prog001.mp4,GoiásLibras · base nacional
REDUZIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reduzirSm_Prog001.mp4,GoiásLibras · base nacional
REDUÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reducaoSm_Prog001.mp4,GoiásLibras · base nacional
REFEIÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/refeicaoSm_Prog001.mp4,GoiásLibras · base nacional
REFLETIR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/refletir1Sm_Prog001.mp4,GoiásLibras · base nacional
REFLETIR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/refletir2Sm_Prog001.mp4,GoiásLibras · base nacional
REFLEXO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reflexoSm_Prog001.mp4,GoiásLibras · base nacional
REFORMA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reforma1Sm_Prog001.mp4,GoiásLibras · base nacional
REFORMA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reforma2Sm_Prog001.mp4,GoiásLibras · base nacional
REFORMAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reformarSm_Prog001.mp4,GoiásLibras · base nacional
REFORÇO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reforcoSm_Prog001.mp4,GoiásLibras · base nacional
REFRESCAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/refrescarSm_Prog001.mp4,GoiásLibras · base nacional
REFRIGERANTE1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/refrigeranteSm_Prog001.mp4,GoiásLibras · base nacional
REFRIGERANTE2,https://dicionario.ines.gov.br/public/media/palavras/videos/refrigerante_lataSm_Prog001.mp4,GoiásLibras · base nacional
REGER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/regerSm_Prog001.mp4,GoiásLibras · base nacional
REGIME,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/regimeSm_Prog001.mp4,GoiásLibras · base nacional
REGIMENTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/regimentoSm_Prog001.mp4,GoiásLibras · base nacional
REGIONAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/regionalSm_Prog001.mp4,GoiásLibras · base nacional
REGISTRO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/registroSm_Prog001.mp4,GoiásLibras · base nacional
REGIÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/regiaoSm_Prog001.mp4,GoiásLibras · base nacional
REGRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/regraSm_Prog001.mp4,GoiásLibras · base nacional
REGRESSAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/regressarSm_Prog001.mp4,GoiásLibras · base nacional
REGULAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/regular1Sm_Prog001.mp4,GoiásLibras · base nacional
REGULAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/regular2Sm_Prog001.mp4,GoiásLibras · base nacional
REI,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reiSm_Prog001.mp4,GoiásLibras · base nacional
REINO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reinoSm_Prog001.mp4,GoiásLibras · base nacional
REITOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reitorSm_Prog001.mp4,GoiásLibras · base nacional
REIVINDICAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reivindicarSm_Prog001.mp4,GoiásLibras · base nacional
REJEITADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rejeitado1Sm_Prog001.mp4,GoiásLibras · base nacional
REJEITAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rejeitarSm_Prog001.mp4,GoiásLibras · base nacional
RELACIONAMENTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relacionamentoSm_Prog001.mp4,GoiásLibras · base nacional
RELACIONAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relacionarSm_Prog001.mp4,GoiásLibras · base nacional
RELATAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relatarSm_Prog001.mp4,GoiásLibras · base nacional
RELATÓRIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relatorioSm_Prog001.mp4,GoiásLibras · base nacional
RELAXADO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relaxado1Sm_Prog001.mp4,GoiásLibras · base nacional
RELAXADO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relaxado2Sm_Prog001.mp4,GoiásLibras · base nacional
RELAXAMENTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relaxamentoSm_Prog001.mp4,GoiásLibras · base nacional
RELAXAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relaxarSm_Prog001.mp4,GoiásLibras · base nacional
RELAÇÃO SEXUAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relacao3Sm_Prog001.mp4,GoiásLibras · base nacional
RELAÇÃO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relacao1Sm_Prog001.mp4,GoiásLibras · base nacional
RELAÇÃO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relacao2Sm_Prog001.mp4,GoiásLibras · base nacional
RELIGIÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/religiaoSm_Prog001.mp4,GoiásLibras · base nacional
RELÂMPAGO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relampagoSm_Prog001.mp4,GoiásLibras · base nacional
RELÓGIO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/relogio1Sm_Prog001.mp4,GoiásLibras · base nacional
REMAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/remarSm_Prog001.mp4,GoiásLibras · base nacional
REMETER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/remeterSm_Prog001.mp4,GoiásLibras · base nacional
REMORSO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/remorsoSm_Prog001.mp4,GoiásLibras · base nacional
REMÉDIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/remedioSm_Prog001.mp4,GoiásLibras · base nacional
RENDA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/rendaSm_Prog001.mp4,GoiásLibras · base nacional
RENOVAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/renovarSm_Prog001.mp4,GoiásLibras · base nacional
RENUNCIAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/renunciarSm_Prog001.mp4,GoiásLibras · base nacional
REPARAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/repararSm_Prog001.mp4,GoiásLibras · base nacional
REPARTIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/repartirSm_Prog001.mp4,GoiásLibras · base nacional
REPETIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/repetirSm_Prog001.mp4,GoiásLibras · base nacional
REPETIÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/repeticaoSm_Prog001.mp4,GoiásLibras · base nacional
REPOLHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/repolhoSm_Prog001.mp4,GoiásLibras · base nacional
REPOUSAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/repousarSm_Prog001.mp4,GoiásLibras · base nacional
REPREENDER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/repreenderSm_Prog001.mp4,GoiásLibras · base nacional
REPRESENTANTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/representanteSm_Prog001.mp4,GoiásLibras · base nacional
REPRESENTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/representarSm_Prog001.mp4,GoiásLibras · base nacional
REPROVADO,https://dicionario.ines.gov.br/public/media/palavras/videos/reprovado1Sm_Prog001.mp4,GoiásLibras · base nacional
REPROVAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reprovarSm_Prog001.mp4,GoiásLibras · base nacional
REPÓRTER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reporterSm_Prog001.mp4,GoiásLibras · base nacional
RESERVA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reservaSm_Prog001.mp4,GoiásLibras · base nacional
RESERVADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reservadoSm_Prog001.mp4,GoiásLibras · base nacional
RESERVAR1,https://dicionario.ines.gov.br/public/media/palavras/videos/reservar1Sm_Prog001.mp4,GoiásLibras · base nacional
RESERVAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reservar2Sm_Prog001.mp4,GoiásLibras · base nacional
RESERVATÓRIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/reservatorioSm_Prog001.mp4,GoiásLibras · base nacional
RESFRIADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/resfriadoSm_Prog001.mp4,GoiásLibras · base nacional
RESIDÊNCIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/residenciaSm_Prog001.mp4,GoiásLibras · base nacional
RESISTIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/resistir1Sm_Prog001.mp4,GoiásLibras · base nacional
RESOLVER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/resolverSm_Prog001.mp4,GoiásLibras · base nacional
RESPEITAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/respeitarSm_Prog001.mp4,GoiásLibras · base nacional
RESPEITO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/respeitoSm_Prog001.mp4,GoiásLibras · base nacional
RESPIRAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/respirarSm_Prog001.mp4,GoiásLibras · base nacional
RESPONDER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/responderSm_Prog001.mp4,GoiásLibras · base nacional
RESPONDÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/respondaoSm_Prog001.mp4,GoiásLibras · base nacional
RESPONSABILIDADE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/responsabilidadeSm_Prog001.mp4,GoiásLibras · base nacional
